Composer,Name,Style,Trajectory Type,Kalz Centrality,Global Clustering,Square Clustering,Harmonic Centrality,Betweenness Centrality,Closeness Centrality,Tonnetz
bach,,barok,Trajectory With Future,0.14269823482158336,0.2955128205128205,0.30965464854182545,13.346414696414689,0.12345326480106605,0.0721497919556172,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.21387649152995733,0.15967741935483873,0.3221177703088909,13.00238095238095,0.11502732240437158,0.14324367340442462,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.19733424267772245,0.2942857142857143,0.40241732190705043,13.517460317460316,0.12441181545081798,0.1241009125067096,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.20956538823892973,0.3017241379310345,0.44692595193569445,13.433333333333334,0.08670835390803289,0.17410615145458583,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.21513965976178584,0.18817204301075272,0.3058538312054549,13.716666666666665,0.09049998001249952,0.15864621893178213,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.17005474734944168,0.27692307692307694,0.3217460731067917,13.359126984126975,0.12320574162679426,0.11434906556857777,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.21496871784369156,0.2827586206896551,0.3500726199764912,12.959523809523809,0.08395989974937343,0.15809639040129056,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.2002659660468879,0.27892156862745093,0.279640143014336,13.325793650793646,0.08852801434587773,0.12407428506323344,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.21278057553386998,0.2724358974358974,0.3765900113365014,11.459523809523809,0.08980392156862745,0.1591545709192768,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.14057352234728945,0.22694444444444442,0.3389656402606763,12.249999999999996,0.02399943028058681,0.07211456010975818,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.2152380141288784,0.3091954022988505,0.4177938662040049,12.792857142857143,0.10766499582289055,0.15114709851551958,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.1808823237774155,0.2717054263565891,0.3364729368954146,14.815873015873013,0.1310224089635854,0.11658955717118308,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19089074126981945,0.15203252032520323,0.31479774085689133,15.810714285714282,0.12613168724279833,0.13529511246406223,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.25274347633082844,0.20075757575757577,0.3726029754689456,12.083333333333336,0.08522122027105414,0.2229524772497472,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.2098432720919017,0.2786666666666667,0.2884887123286975,10.609523809523804,0.09503906256054484,0.14512471655328796,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.141880941561344,0.2517730496453901,0.2797477490565738,12.568763181263172,0.12342215988779805,0.07927765913603836,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.2080928713407994,0.2511904761904762,0.33291401588040187,11.676190476190472,0.09459485670763887,0.14727272727272728,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.2559340214399231,0.2349206349206349,0.44058733445636167,11.66666666666667,0.10566492450638794,0.22688598979013044,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.2234705493614957,0.28400000000000003,0.3816720109919401,11.516666666666666,0.11989795918367346,0.16326530612244897,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19587159517506003,0.2156862745098039,0.3149867574832395,12.742460317460313,0.13658977838082315,0.13214415726246814,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.25166447138097975,0.2341666666666667,0.3182004985561366,10.833333333333336,0.10548807917228968,0.21037296037296038,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.20783061616646564,0.23709677419354838,0.31203266130910273,12.69606782106782,0.12240437158469945,0.12719050310910118,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19975143324563902,0.3181818181818182,0.4594856083618576,10.066666666666666,0.04134615384615385,0.12016632016632017,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.16112939595260012,0.2614814814814815,0.3070137818818998,12.109845709845704,0.10674157303370786,0.08071641217708633,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19525007025053037,0.23431372549019602,0.3134325678938089,11.926623376623374,0.11397557666214382,0.11132692700879164,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19509968770782915,0.27095238095238094,0.3413651447506946,13.470238095238091,0.12148337595907928,0.1373247802328344,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.15877734687387582,0.2512578616352201,0.3676830777918418,14.258730158730154,0.06593406593406594,0.08649296196466008,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.15576099989127198,0.2601694915254237,0.3351637417165462,15.484575147075137,0.12157382847038019,0.0722415496284843,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.20492098691122038,0.2585858585858586,0.3011484674512842,12.937734487734486,0.12139423076923078,0.12307692307692308,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.2811137870518209,0.26862745098039215,0.4088555522213819,10.000000000000002,0.10511363636363637,0.23507805325987147,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.18293080893115432,0.2614285714285714,0.3075202613090899,12.67261904761904,0.1395993179880648,0.122289220353327,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.23051161794220593,0.278030303030303,0.39402759394026465,9.833333333333334,0.0673821748572579,0.1752298539751217,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.19254930362135436,0.2896396396396396,0.36832750712520995,14.261904761904757,0.12005327245053271,0.1397907453349153,"[3, 4, 5]"
bach,,barok,Trajectory With Future,0.18229064746215431,0.1968253968253968,0.3177270977671427,15.119047619047613,0.12377314134587132,0.1212755212466633,"[2, 3, 7]"
bach,,barok,Trajectory With Future,0.25166447138097975,0.2341666666666667,0.3182004985561366,10.833333333333336,0.1054880791722897,0.21037296037296038,"[3, 4, 5]"
